canonical_source,duplicate_source,run_key_with_machine,series_digest
results/konovalov/sym_dfleiden_ds_20260518_1128.json,results/konovalov/sym_dfleiden_ds_20260518_1129.json,experiment|dfleiden-dynamic|dfleiden|dynamic|None|None|None|None|None|None|None|None|dyn_citeseer|False|999:10|cn69,23e1b8b0b6d738087ee76d356cc6a683d3e9f603
results/konovalov/sym_dfleiden_ds_20260518_1128.json,results/konovalov/sym_dfleiden_ds_20260518_1129.json,experiment|dfleiden-dynamic|dfleiden|dynamic|None|None|None|None|None|None|None|None|wiki_talk_eo|True|999:10|cn69,bf4d78b23ee428b3b6726dade6b7bee8d25ed857
results/drobyshev/dynamic_20260519_1126.json,results/konovalov/sym_dfleiden_ds_20260518_1129.json,experiment|dfleiden-dynamic|dfleiden|dynamic|None|None|None|None|None|None|None|None|patent|True|999:10|cn69,0ea1475fd7bf9753821cb0e9f7f552c4ad03fb96
results/konovalov/sym_dfleiden_ds_20260518_1128.json,results/konovalov/sym_dfleiden_ds_20260518_1129.json,experiment|dfleiden-dynamic|dfleiden|dynamic|None|None|None|None|None|None|None|None|dblp-cite|True|999:10|cn69,6b8e76b65e81f6c5ce6f16c227deff09ff55e7d6
results/konovalov/sym_dfleiden_ds_20260518_1128.json,results/konovalov/sym_dfleiden_ds_20260518_1129.json,experiment|dfleiden-dynamic|dfleiden|dynamic|None|None|None|None|None|None|None|None|dyn_coauthorcs|False|999:10|cn69,72c6fe102901dcf2cb0f3d69412fbecee65d5d23
results/drobyshev/dynamic_20260519_1126.json,results/konovalov/sym_dfleiden_ds_20260518_1129.json,experiment|dfleiden-dynamic|dfleiden|dynamic|None|None|None|None|None|None|None|None|dyn_pubmed|True|999:10|cn69,00db4acd13f41c1cc96f50f75a50692be50c8c45
results/konovalov/sym_leidenalg_ns_20260518_1213.json,results/paper_icdm/1/main_topology_20260525_1848.json,experiment|leidenalg-L:3-r:1-gpu|leidenalg|smart|None|3|1|None|gpu|None|None|None|dyn_citeseer|False|999:10|cn69,c1ef2aa0e806237457a9365c71a94b3919f8a0e2
results/drobyshev/dynamic_20260512_1205.json,results/paper_icdm/1/main_topology_20260525_1848.json,experiment|dfleiden-dynamic|dfleiden|dynamic|None|None|None|None|None|None|None|None|dyn_cora|False|999:10|cn69,7a455e8f83aba698634ad37b6301037ad2e8bf9d
results/drobyshev/dynamic_20260512_1205.json,results/paper_icdm/1/main_topology_20260525_1848.json,experiment|dfleiden-dynamic|dfleiden|dynamic|None|None|None|None|None|None|None|None|dyn_acm|False|999:10|cn69,2f985695d2e64916ff264d341492dc83434d5826
results/konovalov/sym_dfleiden_ds_20260518_1128.json,results/paper_icdm/1/main_topology_20260525_1848.json,experiment|dfleiden-dynamic|dfleiden|dynamic|None|None|None|None|None|None|None|None|dyn_citeseer|False|999:10|cn69,23e1b8b0b6d738087ee76d356cc6a683d3e9f603
results/drobyshev/dynamic_20260519_1126.json,results/paper_icdm/1/main_topology_20260525_1848.json,experiment|dfleiden-dynamic|dfleiden|dynamic|None|None|None|None|None|None|None|None|patent|True|999:10|cn69,0ea1475fd7bf9753821cb0e9f7f552c4ad03fb96
results/paper_icdm/2/dmon_dataset_batch_sweep_20260526_1339.json,results/paper_icdm/3/dmon_dataset_batch_sweep_20260526_1339.json,experiment|dmon-i:10-naive-feat:dataset|dmon|naive|10|None|None|None|None|dataset|None|None|dyn_cora|False|9:50|cn69,c297625b377a12d05b58436adc5421c788d8eac2
results/paper_icdm/2/dmon_dataset_batch_sweep_20260526_1339.json,results/paper_icdm/3/dmon_dataset_batch_sweep_20260526_1339.json,experiment|dmon-i:10-naive-feat:dataset|dmon|naive|10|None|None|None|None|dataset|None|None|dyn_cora|False|99:50|cn69,a7ab286901f71a53fbb13b252e96370638a15010
results/paper_icdm/2/dmon_dataset_batch_sweep_20260526_1339.json,results/paper_icdm/3/dmon_dataset_batch_sweep_20260526_1339.json,experiment|dmon-i:10-naive-feat:dataset|dmon|naive|10|None|None|None|None|dataset|None|None|dyn_cora|False|999:50|cn69,34e78bcdc16e6aa91c5241e939507430f71fe1f1
results/paper_icdm/2/dmon_dataset_batch_sweep_20260526_1339.json,results/paper_icdm/3/dmon_dataset_batch_sweep_20260526_1339.json,experiment|dmon-i:10-naive-feat:dataset|dmon|naive|10|None|None|None|None|dataset|None|None|dyn_cora|False|9:100|cn69,752c15e5973a9ccf69810314b9e511db90432e4f
results/paper_icdm/2/dmon_dataset_batch_sweep_20260526_1339.json,results/paper_icdm/3/dmon_dataset_batch_sweep_20260526_1339.json,experiment|dmon-i:10-naive-feat:dataset|dmon|naive|10|None|None|None|None|dataset|None|None|dyn_cora|False|99:100|cn69,c66e3146f813d04e1917a10a88d45e6e0fe47c41
results/paper_icdm/2/dmon_dataset_batch_sweep_20260526_1339.json,results/paper_icdm/3/dmon_dataset_batch_sweep_20260526_1339.json,experiment|dmon-i:10-naive-feat:dataset|dmon|naive|10|None|None|None|None|dataset|None|None|dyn_cora|False|999:100|cn69,58324d11225c364a34c10b2f40627498e479d8ad
results/paper_icdm/2/dmon_dataset_batch_sweep_20260526_1339.json,results/paper_icdm/3/dmon_dataset_batch_sweep_20260526_1339.json,experiment|dmon-i:10-naive-feat:dataset|dmon|naive|10|None|None|None|None|dataset|None|None|dyn_acm|False|9:50|cn69,9c093ed9932fc6b29af42f3ffff906e9b6ec1c0f
results/paper_icdm/2/dmon_dataset_batch_sweep_20260526_1339.json,results/paper_icdm/3/dmon_dataset_batch_sweep_20260526_1339.json,experiment|dmon-i:10-naive-feat:dataset|dmon|naive|10|None|None|None|None|dataset|None|None|dyn_acm|False|99:50|cn69,5fa019c3ec4cf37ba216bdfe60ecc524771c29ce
results/paper_icdm/2/dmon_dataset_batch_sweep_20260526_1339.json,results/paper_icdm/3/dmon_dataset_batch_sweep_20260526_1339.json,experiment|dmon-i:10-naive-feat:dataset|dmon|naive|10|None|None|None|None|dataset|None|None|dyn_acm|False|999:50|cn69,96d1ebb3827ff455ec96155b1803c5eb1b4c6181
results/paper_icdm/2/dmon_dataset_batch_sweep_20260526_1339.json,results/paper_icdm/3/dmon_dataset_batch_sweep_20260526_1339.json,experiment|dmon-i:10-naive-feat:dataset|dmon|naive|10|None|None|None|None|dataset|None|None|dyn_acm|False|9:100|cn69,f9ae9c10040dee6bf26495fa37fcc8051f2a70be
results/paper_icdm/2/dmon_dataset_batch_sweep_20260526_1339.json,results/paper_icdm/3/dmon_dataset_batch_sweep_20260526_1339.json,experiment|dmon-i:10-naive-feat:dataset|dmon|naive|10|None|None|None|None|dataset|None|None|dyn_acm|False|99:100|cn69,1afa2580d3d2d442caa39b0db41d2b817341a3fc
results/paper_icdm/2/dmon_dataset_batch_sweep_20260526_1339.json,results/paper_icdm/3/dmon_dataset_batch_sweep_20260526_1339.json,experiment|dmon-i:10-naive-feat:dataset|dmon|naive|10|None|None|None|None|dataset|None|None|dyn_acm|False|999:100|cn69,c70fc31538697dffb81f2db36a156141e070ec7d
results/paper_icdm/2/dmon_dataset_batch_sweep_20260526_1339.json,results/paper_icdm/3/dmon_dataset_batch_sweep_20260526_1339.json,experiment|dmon-i:10-naive-feat:dataset|dmon|naive|10|None|None|None|None|dataset|None|None|dyn_citeseer|False|9:50|cn69,bd8630c65560738afa425f258d186212543d855a
results/paper_icdm/2/dmon_dataset_batch_sweep_20260526_1339.json,results/paper_icdm/3/dmon_dataset_batch_sweep_20260526_1339.json,experiment|dmon-i:10-naive-feat:dataset|dmon|naive|10|None|None|None|None|dataset|None|None|dyn_citeseer|False|99:50|cn69,9487f91bb98a24dbe9a95623fc88c6b04d6c155c
results/paper_icdm/2/dmon_dataset_batch_sweep_20260526_1339.json,results/paper_icdm/3/dmon_dataset_batch_sweep_20260526_1339.json,experiment|dmon-i:10-naive-feat:dataset|dmon|naive|10|None|None|None|None|dataset|None|None|dyn_citeseer|False|999:50|cn69,847e0dbc22fb517bd52c009a749f894137e2bc8e
results/paper_icdm/2/dmon_dataset_batch_sweep_20260526_1339.json,results/paper_icdm/3/dmon_dataset_batch_sweep_20260526_1339.json,experiment|dmon-i:10-naive-feat:dataset|dmon|naive|10|None|None|None|None|dataset|None|None|dyn_citeseer|False|9:100|cn69,ceedbf1980dc9b7bc03867eb97914e939eb09288
results/paper_icdm/2/dmon_dataset_batch_sweep_20260526_1339.json,results/paper_icdm/3/dmon_dataset_batch_sweep_20260526_1339.json,experiment|dmon-i:10-naive-feat:dataset|dmon|naive|10|None|None|None|None|dataset|None|None|dyn_citeseer|False|99:100|cn69,baba9deb8cb5aa8fa0d88b17fc83549b8e8858dd
results/paper_icdm/2/dmon_dataset_batch_sweep_20260526_1339.json,results/paper_icdm/3/dmon_dataset_batch_sweep_20260526_1339.json,experiment|dmon-i:10-naive-feat:dataset|dmon|naive|10|None|None|None|None|dataset|None|None|dyn_citeseer|False|999:100|cn69,30b373e33e2943a0f7609cd0d962d9fdfe5bbdc9
results/paper_icdm/2/dmon_dataset_batch_sweep_20260526_1339.json,results/paper_icdm/3/dmon_dataset_batch_sweep_20260526_1339.json,experiment|dmon-i:10-naive-feat:dataset|dmon|naive|10|None|None|None|None|dataset|None|None|patent|True|9:50|cn69,9566292ae63b1eea9a998e8f95c962348bcdf821
results/paper_icdm/2/dmon_dataset_batch_sweep_20260526_1339.json,results/paper_icdm/3/dmon_dataset_batch_sweep_20260526_1339.json,experiment|dmon-i:10-naive-feat:dataset|dmon|naive|10|None|None|None|None|dataset|None|None|patent|True|99:50|cn69,4e9a7defda87d8107318d2d6a37217ddcc45c6c1
results/paper_icdm/2/dmon_dataset_batch_sweep_20260526_1339.json,results/paper_icdm/3/dmon_dataset_batch_sweep_20260526_1339.json,experiment|dmon-i:10-naive-feat:dataset|dmon|naive|10|None|None|None|None|dataset|None|None|patent|True|999:50|cn69,096cfc6cd8cbac7643abbf7c612cfae6a13e6237
results/paper_icdm/2/dmon_dataset_batch_sweep_20260526_1339.json,results/paper_icdm/3/dmon_dataset_batch_sweep_20260526_1339.json,experiment|dmon-i:10-naive-feat:dataset|dmon|naive|10|None|None|None|None|dataset|None|None|patent|True|9:100|cn69,6bc79e18c30bf303a55a8567f021df71f315f4b7
results/paper_icdm/2/dmon_dataset_batch_sweep_20260526_1339.json,results/paper_icdm/3/dmon_dataset_batch_sweep_20260526_1339.json,experiment|dmon-i:10-naive-feat:dataset|dmon|naive|10|None|None|None|None|dataset|None|None|patent|True|99:100|cn69,a4d8e3ec9bc2fe32b1d84f5a88f678ba248cf843
results/paper_icdm/2/dmon_dataset_batch_sweep_20260526_1339.json,results/paper_icdm/3/dmon_dataset_batch_sweep_20260526_1339.json,experiment|dmon-i:10-naive-feat:dataset|dmon|naive|10|None|None|None|None|dataset|None|None|patent|True|999:100|cn69,4a2e8b29300586a19972b946441e068523d6a4fb
results/paper_icdm/2/dmon_dataset_batch_sweep_20260526_1339.json,results/paper_icdm/3/dmon_dataset_batch_sweep_20260526_1339.json,experiment|dmon-i:10-L:3-r:1-agg:norm-gpu-feat:dataset|dmon|smart|10|3|1|norm|gpu|dataset|None|None|dyn_cora|False|9:50|cn69,33af98e8d3462a835a12b86fa188c5b6942895d7
results/paper_icdm/2/dmon_dataset_batch_sweep_20260526_1339.json,results/paper_icdm/3/dmon_dataset_batch_sweep_20260526_1339.json,experiment|dmon-i:10-L:3-r:1-agg:norm-gpu-feat:dataset|dmon|smart|10|3|1|norm|gpu|dataset|None|None|dyn_cora|False|99:50|cn69,03c648e01a6cdf3e13eee7ce521feed98c6f46f1
results/paper_icdm/2/dmon_dataset_batch_sweep_20260526_1339.json,results/paper_icdm/3/dmon_dataset_batch_sweep_20260526_1339.json,experiment|dmon-i:10-L:3-r:1-agg:norm-gpu-feat:dataset|dmon|smart|10|3|1|norm|gpu|dataset|None|None|dyn_cora|False|999:50|cn69,3ae4c7364f1ebdd932cb8d5af68e4dc600432007
results/paper_icdm/2/dmon_dataset_batch_sweep_20260526_1339.json,results/paper_icdm/3/dmon_dataset_batch_sweep_20260526_1339.json,experiment|dmon-i:10-L:3-r:1-agg:norm-gpu-feat:dataset|dmon|smart|10|3|1|norm|gpu|dataset|None|None|dyn_cora|False|9:100|cn69,e6dbe1803d1e77e09dcae3b78c1f85409ecc3eea
results/paper_icdm/2/dmon_dataset_batch_sweep_20260526_1339.json,results/paper_icdm/3/dmon_dataset_batch_sweep_20260526_1339.json,experiment|dmon-i:10-L:3-r:1-agg:norm-gpu-feat:dataset|dmon|smart|10|3|1|norm|gpu|dataset|None|None|dyn_cora|False|99:100|cn69,1f7a4bf0ec35d06dcad0a0fd656cd80b02a63914
results/paper_icdm/2/dmon_dataset_batch_sweep_20260526_1339.json,results/paper_icdm/3/dmon_dataset_batch_sweep_20260526_1339.json,experiment|dmon-i:10-L:3-r:1-agg:norm-gpu-feat:dataset|dmon|smart|10|3|1|norm|gpu|dataset|None|None|dyn_cora|False|999:100|cn69,35f683151a266b61563a0689aa4af465feeae75a
results/paper_icdm/2/dmon_dataset_batch_sweep_20260526_1339.json,results/paper_icdm/3/dmon_dataset_batch_sweep_20260526_1339.json,experiment|dmon-i:10-L:3-r:1-agg:norm-gpu-feat:dataset|dmon|smart|10|3|1|norm|gpu|dataset|None|None|dyn_acm|False|9:50|cn69,8bf7b82c1dc89340b562806937b6706db548a851
results/paper_icdm/2/dmon_dataset_batch_sweep_20260526_1339.json,results/paper_icdm/3/dmon_dataset_batch_sweep_20260526_1339.json,experiment|dmon-i:10-L:3-r:1-agg:norm-gpu-feat:dataset|dmon|smart|10|3|1|norm|gpu|dataset|None|None|dyn_acm|False|99:50|cn69,6720c00ccd7f5f3fc5c58fe5517ec25c8ba444ca
results/paper_icdm/2/dmon_dataset_batch_sweep_20260526_1339.json,results/paper_icdm/3/dmon_dataset_batch_sweep_20260526_1339.json,experiment|dmon-i:10-L:3-r:1-agg:norm-gpu-feat:dataset|dmon|smart|10|3|1|norm|gpu|dataset|None|None|dyn_acm|False|999:50|cn69,50b991e9e34b209074412fb5dbc1fddf008ba304
results/paper_icdm/2/dmon_dataset_batch_sweep_20260526_1339.json,results/paper_icdm/3/dmon_dataset_batch_sweep_20260526_1339.json,experiment|dmon-i:10-L:3-r:1-agg:norm-gpu-feat:dataset|dmon|smart|10|3|1|norm|gpu|dataset|None|None|dyn_acm|False|9:100|cn69,e4e927135d3372ed8411abe16674bd22f3350a0c
results/paper_icdm/2/dmon_dataset_batch_sweep_20260526_1339.json,results/paper_icdm/3/dmon_dataset_batch_sweep_20260526_1339.json,experiment|dmon-i:10-L:3-r:1-agg:norm-gpu-feat:dataset|dmon|smart|10|3|1|norm|gpu|dataset|None|None|dyn_acm|False|99:100|cn69,2c0a4682dc5bed63e5382c57c28e8edd6c09811b
results/paper_icdm/2/dmon_dataset_batch_sweep_20260526_1339.json,results/paper_icdm/3/dmon_dataset_batch_sweep_20260526_1339.json,experiment|dmon-i:10-L:3-r:1-agg:norm-gpu-feat:dataset|dmon|smart|10|3|1|norm|gpu|dataset|None|None|dyn_acm|False|999:100|cn69,f5932f6d7297ee2073df0ea02dcd990176deb5b6
results/paper_icdm/2/dmon_dataset_batch_sweep_20260526_1339.json,results/paper_icdm/3/dmon_dataset_batch_sweep_20260526_1339.json,experiment|dmon-i:10-L:3-r:1-agg:norm-gpu-feat:dataset|dmon|smart|10|3|1|norm|gpu|dataset|None|None|dyn_citeseer|False|9:50|cn69,f1324f17736e4848055245608bf6b8876be98e66
results/paper_icdm/2/dmon_dataset_batch_sweep_20260526_1339.json,results/paper_icdm/3/dmon_dataset_batch_sweep_20260526_1339.json,experiment|dmon-i:10-L:3-r:1-agg:norm-gpu-feat:dataset|dmon|smart|10|3|1|norm|gpu|dataset|None|None|dyn_citeseer|False|99:50|cn69,5ca75c479e7ae53ec20f6cf50eb2f8a82e8407be
results/paper_icdm/2/dmon_dataset_batch_sweep_20260526_1339.json,results/paper_icdm/3/dmon_dataset_batch_sweep_20260526_1339.json,experiment|dmon-i:10-L:3-r:1-agg:norm-gpu-feat:dataset|dmon|smart|10|3|1|norm|gpu|dataset|None|None|dyn_citeseer|False|999:50|cn69,fcc1e95a3ce4698d8cf8f5cf19c5714c852186d3
results/paper_icdm/2/dmon_dataset_batch_sweep_20260526_1339.json,results/paper_icdm/3/dmon_dataset_batch_sweep_20260526_1339.json,experiment|dmon-i:10-L:3-r:1-agg:norm-gpu-feat:dataset|dmon|smart|10|3|1|norm|gpu|dataset|None|None|dyn_citeseer|False|9:100|cn69,375af5a5bb3f3fb09ac4cb2bd21ef560308c8616
results/paper_icdm/2/dmon_dataset_batch_sweep_20260526_1339.json,results/paper_icdm/3/dmon_dataset_batch_sweep_20260526_1339.json,experiment|dmon-i:10-L:3-r:1-agg:norm-gpu-feat:dataset|dmon|smart|10|3|1|norm|gpu|dataset|None|None|dyn_citeseer|False|99:100|cn69,2e13746dc53715a184b9d998b4317d1a3c8b8445
results/paper_icdm/2/dmon_dataset_batch_sweep_20260526_1339.json,results/paper_icdm/3/dmon_dataset_batch_sweep_20260526_1339.json,experiment|dmon-i:10-L:3-r:1-agg:norm-gpu-feat:dataset|dmon|smart|10|3|1|norm|gpu|dataset|None|None|dyn_citeseer|False|999:100|cn69,806ecefaa3a9bd0e1fe98f6d015a5b2f12f7029f
results/paper_icdm/2/dmon_dataset_batch_sweep_20260526_1339.json,results/paper_icdm/3/dmon_dataset_batch_sweep_20260526_1339.json,experiment|dmon-i:10-L:3-r:1-agg:norm-gpu-feat:dataset|dmon|smart|10|3|1|norm|gpu|dataset|None|None|patent|True|9:50|cn69,8e771ae2cdf7a53db2c1a8262a09404725f9843a
results/paper_icdm/2/dmon_dataset_batch_sweep_20260526_1339.json,results/paper_icdm/3/dmon_dataset_batch_sweep_20260526_1339.json,experiment|dmon-i:10-L:3-r:1-agg:norm-gpu-feat:dataset|dmon|smart|10|3|1|norm|gpu|dataset|None|None|patent|True|99:50|cn69,ec77c58a9a18641ccd00d57d984fc74e9567cd02
results/paper_icdm/2/dmon_dataset_batch_sweep_20260526_1339.json,results/paper_icdm/3/dmon_dataset_batch_sweep_20260526_1339.json,experiment|dmon-i:10-L:3-r:1-agg:norm-gpu-feat:dataset|dmon|smart|10|3|1|norm|gpu|dataset|None|None|patent|True|999:50|cn69,169fee35069a2968547f490d3e2448d2693dbac0
results/paper_icdm/2/dmon_dataset_batch_sweep_20260526_1339.json,results/paper_icdm/3/dmon_dataset_batch_sweep_20260526_1339.json,experiment|dmon-i:10-L:3-r:1-agg:norm-gpu-feat:dataset|dmon|smart|10|3|1|norm|gpu|dataset|None|None|patent|True|9:100|cn69,e80c231afd20fa5808a1f6a11847628b748299f1
results/paper_icdm/2/dmon_dataset_batch_sweep_20260526_1339.json,results/paper_icdm/3/dmon_dataset_batch_sweep_20260526_1339.json,experiment|dmon-i:10-L:3-r:1-agg:norm-gpu-feat:dataset|dmon|smart|10|3|1|norm|gpu|dataset|None|None|patent|True|99:100|cn69,d81b8232a02700d93b7f7c39e3d6edc6f81c08bb
results/paper_icdm/2/dmon_dataset_batch_sweep_20260526_1339.json,results/paper_icdm/3/dmon_dataset_batch_sweep_20260526_1339.json,experiment|dmon-i:10-L:3-r:1-agg:norm-gpu-feat:dataset|dmon|smart|10|3|1|norm|gpu|dataset|None|None|patent|True|999:100|cn69,cef90d15be169e024078885f71454a3a05025b9f
results/paper_icdm/2/dsbm_topology_stress_gpu6_20260526_135230.json,results/paper_icdm/3/dsbm_topology_stress_gpu6_20260526_135230.json,experiment|leidenalg-naive|leidenalg|naive|None|None|None|None|None|None|None|None|dsbm-community-1024-58-mc1450-42|False|0:99|cn69,697db34401dfb56945190fdb423184871acd8cc8
results/paper_icdm/2/dsbm_topology_stress_gpu6_20260526_135230.json,results/paper_icdm/3/dsbm_topology_stress_gpu6_20260526_135230.json,experiment|leidenalg-L:3-r:1-gpu|leidenalg|smart|None|3|1|None|gpu|None|None|None|dsbm-community-1024-58-mc1450-42|False|0:99|cn69,11ac554049b87e98e05dde7ba3f70ab03272946d
results/paper_icdm/2/feature_ablation_radius_aggregation_20260526_1339.json,results/paper_icdm/3/feature_ablation_radius_aggregation_20260526_1339.json,experiment|s2cag-i:10-naive-feat:dataset|s2cag|naive|10|None|None|None|None|dataset|None|None|dyn_cora|False|99:50|cn69,0663a6cbf634fed54357148ce0cb95efa9e00ec4
results/paper_icdm/2/feature_ablation_radius_aggregation_20260526_1339.json,results/paper_icdm/3/feature_ablation_radius_aggregation_20260526_1339.json,experiment|s2cag-i:10-naive-feat:dataset|s2cag|naive|10|None|None|None|None|dataset|None|None|dyn_cora|False|999:100|cn69,2ca07555737f6bcd17f9d18178aaba2ee0f1aac6
results/paper_icdm/2/feature_ablation_radius_aggregation_20260526_1339.json,results/paper_icdm/3/feature_ablation_radius_aggregation_20260526_1339.json,experiment|s2cag-i:10-naive-feat:dataset|s2cag|naive|10|None|None|None|None|dataset|None|None|dyn_pubmed|True|99:50|cn69,6647e566b7c7d8ab9518a14138f3e57c9fbe1cb2
results/paper_icdm/2/feature_ablation_radius_aggregation_20260526_1339.json,results/paper_icdm/3/feature_ablation_radius_aggregation_20260526_1339.json,experiment|s2cag-i:10-L:3-r:0-agg:norm-gpu-feat:dataset|s2cag|smart|10|3|0|norm|gpu|dataset|None|None|dyn_cora|False|99:50|cn69,d5850a8fcd64cbbf708f9b5cd1d3c4e234489ed2
results/paper_icdm/2/feature_ablation_radius_aggregation_20260526_1339.json,results/paper_icdm/3/feature_ablation_radius_aggregation_20260526_1339.json,experiment|s2cag-i:10-L:3-r:0-agg:norm-gpu-feat:dataset|s2cag|smart|10|3|0|norm|gpu|dataset|None|None|dyn_cora|False|999:100|cn69,e0879e5706b07cf55897440f862f6b948f462aba
results/paper_icdm/2/feature_ablation_radius_aggregation_20260526_1339.json,results/paper_icdm/3/feature_ablation_radius_aggregation_20260526_1339.json,experiment|s2cag-i:10-L:3-r:0-agg:norm-gpu-feat:dataset|s2cag|smart|10|3|0|norm|gpu|dataset|None|None|dyn_pubmed|True|99:50|cn69,6183fc750c6d80bc7981688caf924329ef8036d7
results/paper_icdm/2/feature_ablation_radius_aggregation_20260526_1339.json,results/paper_icdm/3/feature_ablation_radius_aggregation_20260526_1339.json,experiment|s2cag-i:10-L:3-r:0-agg:sum-gpu-feat:dataset|s2cag|smart|10|3|0|sum|gpu|dataset|None|None|dyn_cora|False|99:50|cn69,fb434decd39b93ba282cf33d05f799c4a85926e2
results/paper_icdm/2/feature_ablation_radius_aggregation_20260526_1339.json,results/paper_icdm/3/feature_ablation_radius_aggregation_20260526_1339.json,experiment|s2cag-i:10-L:3-r:0-agg:sum-gpu-feat:dataset|s2cag|smart|10|3|0|sum|gpu|dataset|None|None|dyn_cora|False|999:100|cn69,a15d86bff1357d91d0fd08e7918cfef942cfd24f
results/paper_icdm/2/feature_ablation_radius_aggregation_20260526_1339.json,results/paper_icdm/3/feature_ablation_radius_aggregation_20260526_1339.json,experiment|s2cag-i:10-L:3-r:0-agg:sum-gpu-feat:dataset|s2cag|smart|10|3|0|sum|gpu|dataset|None|None|dyn_pubmed|True|99:50|cn69,2e331883fa06a37dd5107e821f457d15665a8264
results/paper_icdm/2/feature_ablation_radius_aggregation_20260526_1339.json,results/paper_icdm/3/feature_ablation_radius_aggregation_20260526_1339.json,experiment|s2cag-i:10-L:3-r:1-agg:norm-gpu-feat:dataset|s2cag|smart|10|3|1|norm|gpu|dataset|None|None|dyn_cora|False|99:50|cn69,c70b9703c4162358c57def687efe01de8084f2ca
results/paper_icdm/2/feature_ablation_radius_aggregation_20260526_1339.json,results/paper_icdm/3/feature_ablation_radius_aggregation_20260526_1339.json,experiment|s2cag-i:10-L:3-r:1-agg:norm-gpu-feat:dataset|s2cag|smart|10|3|1|norm|gpu|dataset|None|None|dyn_cora|False|999:100|cn69,31587cade87dac06fdf359916630989dbd58a441
results/paper_icdm/2/feature_ablation_radius_aggregation_20260526_1339.json,results/paper_icdm/3/feature_ablation_radius_aggregation_20260526_1339.json,experiment|s2cag-i:10-L:3-r:1-agg:norm-gpu-feat:dataset|s2cag|smart|10|3|1|norm|gpu|dataset|None|None|dyn_pubmed|True|99:50|cn69,9d6d992e990985d824165eb1efd97fbd4b3e65a5
results/paper_icdm/2/feature_ablation_radius_aggregation_20260526_1339.json,results/paper_icdm/3/feature_ablation_radius_aggregation_20260526_1339.json,experiment|s2cag-i:10-L:3-r:1-agg:sum-gpu-feat:dataset|s2cag|smart|10|3|1|sum|gpu|dataset|None|None|dyn_cora|False|99:50|cn69,539b6f050dd880677f5055607639f7c635391e89
results/paper_icdm/2/feature_ablation_radius_aggregation_20260526_1339.json,results/paper_icdm/3/feature_ablation_radius_aggregation_20260526_1339.json,experiment|s2cag-i:10-L:3-r:1-agg:sum-gpu-feat:dataset|s2cag|smart|10|3|1|sum|gpu|dataset|None|None|dyn_cora|False|999:100|cn69,a5798a968f139f23c447c84c2b2b1dc991c1bfb0
